ID,DATE,USER_ID,NGO_ID,NO_OF_PACKAGES,STATUS
8301,30/03/2020,2527,9,2,Requested
8302,23/02/2020,1995,1,2,Invalid
8303,05/02/2020,4265,18,1,Underway
8304,11/02/2020,2866,19,1,Underway
8305,12/04/2020,4054,18,2,Invalid
8306,01/03/2020,3962,10,2,Underway
8307,19/04/2020,1248,13,1,Invalid
8308,29/03/2020,760,6,1,Underway
8309,12/03/2020,3032,13,1,Requested
8310,11/02/2020,2370,10,2,Requested
8311,03/04/2020,4364,1,1,Completed
8312,28/02/2020,163,19,2,Underway
8313,02/03/2020,1658,4,1,Invalid
8314,23/03/2020,1307,3,2,Requested
8315,28/04/2020,4093,7,2,Underway
8316,21/03/2020,209,1,1,Requested
8317,29/04/2020,3973,11,2,Completed
8318,21/02/2020,2919,19,1,Completed
8319,07/03/2020,3321,17,2,Requested
8320,18/02/2020,4140,4,1,Invalid
8321,19/02/2020,2724,12,2,Invalid
8322,28/04/2020,486,3,2,Requested
8323,06/03/2020,496,15,1,Underway
8324,08/03/2020,1274,14,2,Completed
8325,06/03/2020,1045,2,2,Underway
8326,01/04/2020,4219,8,1,Invalid
8327,21/02/2020,298,4,1,Completed
8328,14/04/2020,518,19,1,Completed
8329,13/04/2020,3451,7,1,Completed
8330,06/02/2020,685,9,1,Completed
8331,19/04/2020,3478,10,2,Requested
8332,03/03/2020,1719,2,1,Invalid
8333,01/02/2020,2170,10,2,Underway
8334,11/03/2020,1383,9,2,Completed
8335,29/03/2020,430,5,2,Underway
8336,09/04/2020,2910,11,2,Invalid
8337,06/03/2020,2119,1,2,Invalid
8338,09/02/2020,3446,16,1,Invalid
8339,27/02/2020,3868,5,1,Completed
8340,06/03/2020,3137,10,1,Completed
8341,06/03/2020,4004,13,2,Completed
8342,08/04/2020,1543,6,1,Requested
8343,10/04/2020,2268,19,1,Completed
8344,26/02/2020,1249,15,2,Completed
8345,11/04/2020,3870,10,1,Invalid
8346,14/02/2020,3162,8,2,Completed
8347,15/03/2020,3584,9,2,Requested
8348,15/04/2020,736,10,2,Requested
8349,11/03/2020,1040,16,1,Completed
8350,12/03/2020,4340,13,2,Underway
8351,03/02/2020,912,1,1,Underway
8352,24/03/2020,2745,7,1,Underway
8353,24/03/2020,708,18,1,Completed
8354,31/03/2020,3429,1,1,Requested
8355,15/02/2020,4172,5,1,Underway
8356,29/03/2020,4380,19,2,Invalid
8357,28/03/2020,3624,9,2,Requested
8358,14/04/2020,2660,9,1,Underway
8359,09/03/2020,2186,15,2,Requested
8360,04/02/2020,2482,6,1,Underway
8361,15/03/2020,483,5,2,Completed
8362,04/03/2020,233,3,2,Invalid
8363,19/04/2020,3280,2,2,Completed
8364,28/03/2020,4089,12,1,Completed
8365,06/04/2020,1723,7,1,Underway
8366,25/03/2020,1143,18,2,Invalid
8367,26/03/2020,4351,7,1,Underway
8368,16/04/2020,3889,16,1,Underway
8369,09/02/2020,2297,15,1,Invalid
8370,18/03/2020,2227,15,2,Requested
8371,20/04/2020,1881,13,2,Underway
8372,10/03/2020,1723,4,2,Requested
8373,17/04/2020,2578,1,2,Requested
8374,28/02/2020,1980,11,2,Completed
8375,10/04/2020,359,10,1,Invalid
8376,03/04/2020,486,15,1,Underway
8377,31/03/2020,2446,11,2,Requested
8378,29/04/2020,3606,14,1,Underway
8379,24/02/2020,683,8,1,Underway
8380,25/02/2020,4032,6,1,Completed
8381,15/04/2020,3235,19,2,Invalid
8382,17/03/2020,1742,1,1,Invalid
8383,02/03/2020,2578,15,2,Requested
8384,17/03/2020,960,11,1,Requested
8385,27/04/2020,232,14,2,Requested
8386,12/02/2020,1947,14,2,Invalid
8387,29/04/2020,1294,13,1,Underway
8388,06/03/2020,2533,4,1,Completed
8389,04/04/2020,553,2,2,Invalid
8390,28/04/2020,2399,18,2,Requested
8391,03/04/2020,215,13,1,Underway
8392,18/03/2020,3765,14,1,Invalid
8393,03/04/2020,3896,12,2,Invalid
8394,29/04/2020,3001,1,2,Requested
8395,20/02/2020,4147,5,2,Invalid
8396,04/04/2020,3783,8,2,Completed
8397,24/04/2020,4161,12,1,Underway
8398,28/02/2020,2904,9,2,Completed
8399,20/04/2020,3435,11,1,Completed
8400,03/04/2020,3613,11,2,Requested
8401,17/03/2020,2596,15,2,Invalid
8402,27/02/2020,3806,2,2,Underway
8403,09/04/2020,2982,13,1,Completed
8404,05/04/2020,1532,12,1,Invalid
8405,20/04/2020,733,10,1,Requested
8406,19/04/2020,3840,3,2,Underway
8407,07/03/2020,605,17,2,Underway
8408,29/03/2020,4040,12,2,Invalid
8409,10/03/2020,903,16,1,Requested
8410,23/03/2020,4170,9,1,Completed
8411,20/04/2020,1184,1,1,Requested
8412,14/04/2020,2997,17,2,Requested
8413,29/03/2020,1996,1,1,Invalid
8414,15/04/2020,564,10,1,Requested
8415,20/04/2020,1392,2,2,Completed
8416,16/04/2020,3480,8,1,Invalid
8417,04/04/2020,2458,4,2,Invalid
8418,03/04/2020,4070,15,2,Underway
8419,20/04/2020,3028,6,2,Completed
8420,19/02/2020,2234,15,2,Invalid
8421,20/03/2020,3041,19,2,Requested
8422,22/03/2020,3882,12,2,Invalid
8423,19/03/2020,4341,3,1,Underway
8424,20/03/2020,2969,10,2,Invalid
8425,06/04/2020,734,6,2,Completed
8426,25/04/2020,751,10,2,Invalid
8427,16/04/2020,577,10,1,Completed
8428,20/04/2020,2194,16,1,Invalid
8429,12/02/2020,1273,16,1,Requested
8430,11/04/2020,226,13,1,Requested
8431,24/03/2020,3664,3,1,Underway
8432,05/02/2020,4260,13,2,Invalid
8433,10/03/2020,4055,5,1,Underway
8434,17/04/2020,2752,1,1,Completed
8435,16/04/2020,1383,17,2,Completed
8436,10/02/2020,3426,5,2,Completed
8437,10/04/2020,1988,15,2,Completed
8438,05/04/2020,3413,6,2,Underway
8439,22/03/2020,3558,10,1,Completed
8440,17/03/2020,4347,18,2,Invalid
8441,11/04/2020,194,6,2,Requested
8442,02/03/2020,2159,14,1,Completed
8443,26/02/2020,4184,7,1,Invalid
8444,19/04/2020,526,10,2,Completed
8445,15/03/2020,1245,9,2,Completed
8446,09/04/2020,226,14,1,Requested
8447,05/04/2020,3586,3,1,Completed
8448,10/04/2020,1981,1,1,Underway
8449,18/03/2020,1854,9,1,Requested
8450,10/04/2020,2918,2,2,Requested
8451,18/03/2020,2447,18,1,Completed
8452,02/02/2020,772,19,1,Completed
8453,03/03/2020,2310,14,2,Requested
8454,29/03/2020,3789,7,1,Invalid
8455,27/03/2020,2290,3,1,Requested
8456,26/02/2020,977,2,2,Invalid
8457,08/03/2020,2736,5,1,Invalid
8458,01/02/2020,24,7,1,Completed
8459,28/02/2020,2815,10,1,Requested
8460,02/04/2020,1688,16,2,Underway
8461,27/04/2020,1046,4,2,Requested
8462,04/03/2020,1891,2,1,Underway
8463,26/02/2020,2768,19,1,Underway
8464,06/03/2020,2515,6,2,Underway
8465,25/03/2020,2386,1,2,Invalid
8466,25/03/2020,1065,4,2,Underway
8467,09/02/2020,3845,14,1,Completed
8468,24/04/2020,2815,16,2,Invalid
8469,28/02/2020,667,12,1,Underway
8470,19/04/2020,4033,11,1,Invalid
8471,26/03/2020,3469,5,2,Invalid
8472,05/03/2020,1041,3,2,Completed
8473,09/03/2020,3491,18,1,Underway
8474,11/03/2020,2750,11,1,Underway
8475,06/03/2020,66,19,2,Requested
8476,29/02/2020,4352,16,2,Underway
8477,08/02/2020,3919,7,2,Completed
8478,19/02/2020,1924,3,2,Underway
8479,16/04/2020,376,19,1,Underway
8480,25/04/2020,60,1,1,Requested
8481,08/02/2020,2206,6,1,Invalid
8482,04/03/2020,4277,19,2,Underway
8483,23/02/2020,2860,2,1,Requested
8484,23/04/2020,2016,1,1,Completed
8485,11/03/2020,126,13,2,Requested
8486,23/02/2020,727,4,1,Invalid
8487,10/02/2020,3866,2,2,Requested
8488,28/04/2020,2012,7,2,Underway
8489,01/03/2020,904,7,2,Underway
8490,10/02/2020,1109,11,1,Underway
8491,27/03/2020,1359,17,1,Completed
8492,25/03/2020,220,11,1,Invalid
8493,16/02/2020,2703,14,2,Underway
8494,15/04/2020,1401,10,1,Requested
8495,08/02/2020,1323,10,1,Underway
8496,05/03/2020,2887,4,1,Underway
8497,03/02/2020,4351,19,2,Underway
8498,19/03/2020,3351,4,1,Completed
8499,02/04/2020,3845,4,1,Completed
8500,27/04/2020,2321,11,1,Requested
8501,11/04/2020,3432,16,2,Requested
8502,29/04/2020,2253,9,2,Invalid
8503,08/02/2020,2935,12,1,Completed
8504,12/02/2020,2989,5,2,Invalid
8505,11/03/2020,4023,15,1,Underway
8506,22/02/2020,189,4,2,Completed
8507,11/02/2020,3718,16,2,Invalid
8508,21/03/2020,1274,15,1,Requested
8509,27/03/2020,2271,5,2,Underway
8510,29/03/2020,1296,15,1,Invalid
8511,10/04/2020,3018,15,1,Requested
8512,16/02/2020,268,18,2,Underway
8513,06/04/2020,1974,14,1,Underway
8514,21/02/2020,2084,14,1,Underway
8515,08/04/2020,2045,15,1,Requested
8516,29/04/2020,389,1,2,Underway
8517,22/04/2020,2548,13,1,Completed
8518,11/02/2020,856,16,1,Invalid
8519,27/02/2020,3396,1,1,Invalid
8520,18/04/2020,1207,14,1,Completed
8521,14/03/2020,1594,5,2,Requested
8522,20/04/2020,3740,15,1,Underway
8523,20/04/2020,3626,9,1,Underway
8524,30/03/2020,3418,10,2,Requested
8525,22/02/2020,1905,13,2,Completed
8526,16/04/2020,3340,9,1,Requested
8527,12/02/2020,2271,13,2,Completed
8528,29/03/2020,3965,15,1,Invalid
8529,14/04/2020,3827,4,2,Completed
8530,18/04/2020,2797,11,1,Invalid
8531,04/03/2020,2668,16,1,Completed
8532,14/04/2020,4242,12,1,Underway
8533,21/04/2020,3249,17,2,Requested
8534,25/04/2020,377,19,1,Requested
8535,04/02/2020,159,10,2,Underway
8536,07/03/2020,1187,2,1,Invalid
8537,05/02/2020,1196,16,1,Completed
8538,14/03/2020,3993,17,1,Completed
8539,19/02/2020,3723,9,1,Requested
8540,04/02/2020,3295,10,1,Completed
8541,07/03/2020,1851,11,2,Underway
8542,17/03/2020,412,14,2,Completed
8543,15/04/2020,1667,14,1,Underway
8544,07/02/2020,3787,4,2,Underway
8545,04/04/2020,216,17,1,Invalid
8546,09/03/2020,460,19,2,Underway
8547,21/03/2020,1705,1,1,Requested
8548,31/03/2020,2880,10,1,Completed
8549,31/03/2020,4207,10,2,Underway
8550,11/02/2020,3760,5,1,Invalid
8551,10/03/2020,4074,6,2,Requested
8552,20/02/2020,3906,7,1,Invalid
8553,01/03/2020,1459,6,1,Completed
8554,06/03/2020,983,15,2,Requested
8555,19/03/2020,2966,1,2,Completed
8556,04/02/2020,973,7,2,Completed
8557,19/04/2020,1687,5,2,Requested
8558,18/03/2020,2944,11,1,Completed
8559,03/02/2020,1785,18,1,Underway
8560,20/04/2020,74,6,2,Completed
8561,04/02/2020,2472,19,1,Underway
8562,20/03/2020,972,13,1,Underway
8563,25/02/2020,4236,12,1,Completed
8564,30/03/2020,4194,10,1,Requested
8565,16/02/2020,43,12,1,Requested
8566,14/04/2020,4170,9,1,Requested
8567,02/02/2020,2829,7,1,Requested
8568,20/03/2020,2891,10,1,Invalid
8569,24/03/2020,1233,10,1,Requested
8570,16/03/2020,1588,17,2,Requested
8571,11/02/2020,1272,16,2,Invalid
8572,04/03/2020,1997,18,1,Underway
8573,03/02/2020,2280,13,1,Requested
8574,29/02/2020,4238,13,1,Completed
8575,03/02/2020,912,19,2,Requested
8576,09/02/2020,1829,18,1,Invalid
8577,25/03/2020,2289,11,2,Completed
8578,28/04/2020,1619,17,2,Underway
8579,28/02/2020,1732,6,2,Invalid
8580,26/03/2020,2371,10,2,Underway
8581,14/02/2020,76,10,2,Invalid
8582,23/02/2020,365,1,1,Requested
8583,07/02/2020,1619,7,2,Requested
8584,21/03/2020,228,10,2,Underway
8585,28/03/2020,987,19,2,Completed
8586,12/03/2020,174,1,2,Requested
8587,17/03/2020,1341,9,2,Completed
8588,13/02/2020,2486,16,2,Completed
8589,25/04/2020,679,1,1,Underway
8590,04/04/2020,907,7,1,Requested
8591,28/02/2020,4215,11,1,Invalid
8592,06/02/2020,1906,8,1,Completed
8593,10/04/2020,451,11,1,Requested
8594,24/04/2020,1024,4,1,Underway
8595,28/03/2020,3923,17,2,Requested
8596,11/02/2020,1114,10,2,Underway
8597,10/03/2020,3631,6,1,Invalid
8598,18/03/2020,140,16,2,Completed
8599,26/04/2020,31,13,1,Underway
8600,23/02/2020,4009,9,2,Requested
8601,03/03/2020,2023,8,2,Underway
8602,24/03/2020,2290,18,2,Requested
8603,02/02/2020,1245,2,2,Underway
8604,20/02/2020,2005,8,2,Requested
8605,08/03/2020,3845,4,1,Requested
8606,15/02/2020,1376,5,2,Invalid
8607,03/03/2020,3711,8,1,Completed
8608,10/03/2020,158,19,1,Requested
8609,12/02/2020,1219,18,1,Underway
8610,19/03/2020,271,17,1,Completed
8611,05/04/2020,2069,18,2,Requested
8612,17/03/2020,1744,5,1,Underway
8613,05/03/2020,1807,12,2,Completed
8614,03/02/2020,51,4,1,Underway
8615,20/02/2020,1319,7,2,Completed
8616,26/03/2020,1353,7,1,Completed
8617,05/04/2020,104,18,2,Requested
8618,28/03/2020,227,4,1,Underway
8619,15/02/2020,3356,4,2,Completed
8620,03/04/2020,3067,12,2,Completed
8621,12/04/2020,1964,2,1,Completed
8622,25/03/2020,4149,2,1,Completed
8623,15/03/2020,982,12,2,Invalid
8624,27/02/2020,2169,5,2,Underway
8625,08/03/2020,784,2,2,Completed
8626,24/04/2020,3483,12,2,Completed
8627,25/04/2020,2816,5,1,Underway
8628,09/03/2020,3971,7,2,Invalid
8629,05/04/2020,2971,18,2,Underway
8630,10/04/2020,1857,19,1,Invalid
8631,24/04/2020,125,2,2,Underway
8632,23/02/2020,3589,8,1,Underway
8633,18/03/2020,1991,3,2,Invalid
8634,03/04/2020,1008,2,2,Requested
8635,09/02/2020,3105,2,1,Underway
8636,29/04/2020,2478,10,2,Underway
8637,31/03/2020,2844,4,1,Completed
8638,12/02/2020,1880,4,1,Requested
8639,07/04/2020,2955,12,1,Completed
8640,07/04/2020,4232,8,1,Underway
8641,14/04/2020,3397,12,1,Underway
8642,25/02/2020,2546,4,2,Completed
8643,05/04/2020,356,16,2,Requested
8644,09/03/2020,542,10,2,Requested
8645,30/03/2020,2853,6,1,Invalid
8646,12/04/2020,1046,19,1,Underway
8647,12/03/2020,2190,15,2,Underway
8648,24/03/2020,4211,14,1,Underway
8649,30/03/2020,4158,9,2,Completed
8650,01/04/2020,3202,16,1,Requested
8651,06/03/2020,682,1,1,Invalid
8652,07/03/2020,1460,7,2,Requested
8653,15/04/2020,2726,14,2,Invalid
8654,06/03/2020,3794,19,2,Requested
8655,31/03/2020,4181,17,1,Underway
8656,17/04/2020,1303,5,1,Invalid
8657,29/04/2020,1913,5,1,Underway
8658,19/03/2020,1806,13,2,Invalid
8659,09/02/2020,4119,15,1,Completed
8660,20/02/2020,1011,11,1,Underway
8661,04/03/2020,952,16,1,Completed
8662,02/04/2020,580,10,1,Underway
8663,19/04/2020,825,19,1,Requested
8664,08/02/2020,715,6,1,Underway
8665,24/04/2020,3663,18,2,Invalid
8666,10/04/2020,714,1,1,Requested
8667,03/02/2020,2413,18,2,Underway
8668,21/04/2020,4086,5,2,Requested
8669,21/04/2020,3700,8,1,Underway
8670,12/04/2020,956,13,1,Underway
8671,02/03/2020,413,3,1,Invalid
8672,04/02/2020,750,9,1,Requested
8673,08/03/2020,3108,1,2,Completed
8674,25/02/2020,95,16,1,Completed
8675,21/02/2020,1052,17,2,Completed
8676,29/02/2020,835,18,1,Completed
8677,19/04/2020,2202,12,1,Underway
8678,07/02/2020,3700,8,1,Requested
8679,13/03/2020,1835,18,1,Invalid
8680,25/04/2020,2711,11,1,Underway
8681,21/04/2020,304,5,2,Underway
8682,19/02/2020,3260,3,1,Underway
8683,02/02/2020,1845,16,1,Invalid
8684,19/03/2020,21,12,1,Invalid
8685,19/02/2020,114,4,1,Underway
8686,04/02/2020,673,13,1,Completed
8687,02/03/2020,907,9,2,Underway
8688,01/03/2020,3255,12,1,Invalid
8689,09/02/2020,995,1,1,Underway
8690,13/04/2020,551,8,1,Requested
8691,14/04/2020,4014,6,1,Underway
8692,03/02/2020,2262,9,2,Completed
8693,21/03/2020,4355,3,2,Requested
8694,08/02/2020,3255,3,1,Invalid
8695,25/03/2020,4046,2,1,Completed
8696,09/04/2020,3064,4,2,Completed
8697,18/03/2020,143,9,1,Requested
8698,06/02/2020,1691,13,2,Requested
8699,24/03/2020,2608,15,1,Underway
8700,16/03/2020,519,18,1,Invalid
8701,07/02/2020,3859,10,1,Underway
8702,07/04/2020,3891,9,2,Requested
8703,31/03/2020,4100,2,2,Underway
8704,22/02/2020,1817,14,2,Completed
8705,23/04/2020,1634,1,2,Underway
8706,08/03/2020,2802,18,2,Completed
8707,27/02/2020,2861,16,1,Underway
8708,20/04/2020,2263,1,1,Invalid
8709,30/03/2020,3784,5,1,Invalid
8710,21/02/2020,2668,1,2,Underway
8711,03/03/2020,3145,7,1,Requested
8712,01/04/2020,4191,8,2,Invalid
8713,14/02/2020,1031,14,1,Invalid
8714,22/02/2020,2212,14,2,Requested
8715,15/02/2020,2245,17,1,Requested
8716,12/03/2020,3094,3,1,Requested
8717,12/04/2020,1727,12,2,Requested
8718,20/03/2020,1846,10,2,Completed
8719,06/02/2020,3912,17,2,Completed
8720,04/04/2020,2588,7,2,Invalid
8721,17/03/2020,114,9,1,Requested
8722,23/03/2020,4295,9,1,Completed
8723,10/02/2020,3060,5,2,Invalid
8724,14/04/2020,608,15,2,Invalid
8725,05/04/2020,2346,11,2,Underway
8726,26/02/2020,1842,18,1,Completed
8727,01/02/2020,3296,9,2,Underway
8728,04/03/2020,231,18,2,Underway
8729,01/02/2020,2006,16,2,Underway
8730,29/03/2020,2462,19,1,Underway
8731,06/04/2020,1962,16,2,Requested
8732,22/04/2020,2816,11,2,Invalid
8733,09/02/2020,697,14,2,Requested
8734,29/02/2020,1660,1,1,Completed
8735,22/03/2020,2427,15,1,Invalid
8736,27/04/2020,3240,14,1,Requested
8737,17/02/2020,2021,15,1,Underway
8738,09/04/2020,459,15,1,Underway
8739,22/03/2020,1977,2,1,Completed
8740,04/04/2020,617,3,1,Requested
8741,24/04/2020,1007,13,1,Invalid
8742,15/04/2020,2796,16,1,Requested
8743,03/03/2020,3039,6,1,Requested
8744,27/02/2020,3027,12,2,Underway
8745,02/03/2020,3190,19,2,Completed
8746,13/04/2020,2165,18,1,Invalid
8747,14/02/2020,3428,4,2,Requested
8748,16/02/2020,1774,3,2,Requested
8749,21/03/2020,4328,2,2,Requested
8750,16/03/2020,3008,11,2,Requested
8751,24/03/2020,334,7,1,Requested
8752,06/03/2020,3301,6,2,Completed
8753,22/04/2020,4096,2,2,Completed
8754,24/04/2020,1659,14,2,Requested
8755,17/02/2020,1312,1,1,Completed
8756,11/02/2020,3150,17,1,Underway
8757,05/02/2020,2793,3,1,Underway
8758,04/04/2020,1799,11,1,Underway
8759,05/02/2020,2264,12,1,Invalid
8760,19/03/2020,103,8,2,Requested
8761,19/04/2020,569,9,1,Invalid
8762,12/03/2020,4315,7,2,Completed
8763,21/02/2020,113,13,2,Invalid
8764,24/03/2020,859,14,1,Requested
8765,18/03/2020,937,3,2,Underway
8766,20/02/2020,304,17,1,Invalid
8767,05/04/2020,1241,1,2,Underway
8768,02/03/2020,2029,5,1,Completed
8769,25/02/2020,75,15,1,Completed
8770,28/03/2020,4290,17,1,Requested
8771,03/04/2020,1072,10,1,Underway
8772,29/02/2020,88,5,1,Requested
8773,18/03/2020,2659,3,2,Underway
8774,25/03/2020,3469,13,2,Completed
8775,12/02/2020,2324,13,1,Completed
8776,04/04/2020,2273,3,2,Completed
8777,04/03/2020,2858,13,2,Invalid
8778,10/02/2020,2714,6,1,Invalid
8779,09/04/2020,1389,4,1,Requested
8780,14/04/2020,1588,6,1,Completed
8781,31/03/2020,3678,7,2,Invalid
8782,09/03/2020,2676,7,2,Completed
8783,14/03/2020,111,18,1,Requested
8784,21/02/2020,3700,6,1,Invalid
8785,14/04/2020,1653,9,1,Requested
8786,08/04/2020,2557,13,1,Underway
8787,01/04/2020,1206,7,2,Requested
8788,14/03/2020,3113,14,1,Underway
8789,21/04/2020,1879,16,2,Requested
8790,27/02/2020,3675,2,1,Completed
8791,21/04/2020,3867,1,2,Completed
8792,04/04/2020,1333,18,1,Invalid
8793,14/03/2020,3813,16,2,Requested
8794,13/02/2020,3880,17,2,Completed
8795,23/04/2020,1570,18,1,Underway
8796,24/02/2020,1614,16,1,Underway
8797,16/04/2020,2323,18,1,Underway
8798,03/04/2020,2457,4,1,Underway
8799,25/03/2020,502,11,1,Underway
8800,02/02/2020,2730,19,1,Underway
8801,07/03/2020,470,15,1,Completed
8802,28/02/2020,2754,11,1,Invalid
8803,16/02/2020,516,15,1,Completed
8804,25/04/2020,3484,13,1,Requested
8805,20/03/2020,1886,17,2,Completed
8806,28/02/2020,2483,11,1,Invalid
8807,05/02/2020,3353,13,1,Underway
8808,11/04/2020,2251,4,1,Invalid
8809,25/04/2020,1183,1,2,Requested
8810,21/04/2020,2528,7,2,Completed
8811,08/04/2020,4232,2,1,Underway
8812,15/02/2020,3732,10,2,Underway
8813,31/03/2020,4112,9,1,Requested
8814,07/02/2020,1657,15,1,Invalid
8815,27/03/2020,1178,18,2,Underway
8816,08/03/2020,616,5,2,Invalid
8817,24/04/2020,3772,13,1,Completed
8818,04/03/2020,327,11,1,Underway
8819,21/03/2020,3470,16,2,Underway
8820,22/03/2020,2130,4,1,Underway
8821,23/03/2020,3916,11,2,Requested
8822,25/03/2020,3570,10,2,Requested
8823,08/02/2020,3417,16,2,Completed
8824,04/02/2020,4336,7,1,Requested
8825,21/03/2020,1337,6,2,Completed
8826,18/03/2020,2125,10,2,Completed
8827,27/04/2020,1992,7,1,Requested
8828,18/03/2020,3137,18,1,Underway
8829,01/03/2020,561,1,2,Requested
8830,26/04/2020,3300,8,2,Underway
8831,18/02/2020,2125,2,2,Invalid
8832,18/02/2020,4095,16,2,Requested
8833,15/04/2020,970,8,1,Invalid
8834,07/04/2020,1845,1,1,Requested
8835,13/03/2020,908,1,1,Invalid
8836,07/02/2020,2954,7,2,Completed
8837,08/04/2020,1437,12,1,Invalid
8838,16/03/2020,3244,8,1,Completed
8839,03/03/2020,3333,13,2,Completed
8840,22/04/2020,4257,9,2,Requested
8841,30/03/2020,4356,15,1,Requested
8842,05/02/2020,644,19,1,Requested
8843,21/03/2020,4250,8,2,Underway
8844,13/02/2020,1514,5,2,Invalid
8845,18/02/2020,3308,19,2,Requested
8846,17/02/2020,1174,12,2,Underway
8847,10/03/2020,3632,7,2,Requested
8848,15/02/2020,1703,1,2,Requested
8849,22/04/2020,2799,18,1,Underway
8850,06/02/2020,398,17,2,Underway
8851,27/03/2020,2331,10,2,Underway
8852,17/02/2020,1158,18,1,Requested
8853,24/03/2020,538,11,1,Underway
8854,19/02/2020,1926,7,1,Completed
8855,01/03/2020,825,12,2,Requested
8856,14/04/2020,2103,16,1,Invalid
8857,28/03/2020,3080,13,1,Underway
8858,02/02/2020,1426,13,1,Completed
8859,13/02/2020,1006,17,1,Invalid
8860,02/04/2020,1307,18,1,Requested
8861,12/03/2020,1106,7,2,Underway
8862,22/02/2020,3243,2,2,Requested
8863,22/03/2020,4221,11,1,Underway
8864,01/03/2020,2034,16,1,Requested
8865,14/04/2020,1698,4,1,Requested
8866,16/03/2020,1772,3,2,Requested
8867,28/03/2020,2060,4,1,Requested
8868,29/04/2020,2301,17,2,Invalid
8869,02/04/2020,2457,9,2,Underway
8870,23/04/2020,2236,7,2,Invalid
8871,15/04/2020,1909,18,1,Underway
8872,19/04/2020,3377,7,1,Underway
8873,08/04/2020,3583,12,1,Underway
8874,08/04/2020,360,1,2,Requested
8875,21/03/2020,2537,3,1,Invalid
8876,23/03/2020,2776,6,2,Requested
8877,27/04/2020,380,3,1,Requested
8878,28/04/2020,1961,6,2,Invalid
8879,11/03/2020,3349,13,2,Invalid
8880,04/03/2020,2328,7,2,Invalid
8881,24/02/2020,1560,5,2,Underway
8882,07/03/2020,3291,4,1,Requested
8883,02/04/2020,1943,13,2,Invalid
8884,07/02/2020,2099,12,2,Completed
8885,24/03/2020,1806,6,2,Completed
8886,03/04/2020,3553,1,1,Requested
8887,09/03/2020,317,11,2,Completed
8888,23/04/2020,353,3,1,Requested
8889,13/02/2020,3794,6,2,Underway
8890,04/04/2020,3744,9,2,Requested
8891,24/03/2020,3849,3,1,Requested
8892,26/02/2020,956,5,2,Invalid
8893,14/04/2020,144,17,2,Requested
8894,15/04/2020,2834,4,1,Invalid
8895,13/03/2020,704,11,2,Requested
8896,10/02/2020,1144,13,2,Invalid
8897,10/03/2020,752,8,2,Completed
8898,19/03/2020,2786,3,1,Completed
8899,04/02/2020,2747,2,1,Completed
8900,18/03/2020,3139,8,1,Underway
8901,14/04/2020,3831,7,1,Requested
8902,14/03/2020,2894,16,1,Completed
8903,15/04/2020,2382,12,2,Underway
8904,19/02/2020,2423,9,1,Completed
8905,24/02/2020,2593,15,1,Completed
8906,30/03/2020,4155,11,1,Requested
8907,26/03/2020,1489,4,2,Invalid
8908,22/03/2020,1793,19,1,Invalid
8909,09/02/2020,577,4,1,Requested
8910,29/02/2020,2516,3,1,Completed
8911,11/02/2020,4097,11,1,Invalid
8912,28/02/2020,2700,11,1,Invalid
8913,24/04/2020,104,12,2,Requested
8914,24/02/2020,927,1,1,Invalid
8915,03/02/2020,3229,18,1,Completed
8916,03/03/2020,1031,8,2,Invalid
8917,14/03/2020,3686,7,2,Requested
8918,29/02/2020,1877,15,2,Underway
8919,04/03/2020,1832,7,1,Completed
8920,22/04/2020,126,7,1,Invalid
8921,30/03/2020,2035,13,2,Requested
8922,02/04/2020,3364,4,1,Completed
8923,19/04/2020,3867,1,1,Completed
8924,03/03/2020,1816,8,1,Underway
8925,29/03/2020,2808,1,2,Invalid
8926,24/02/2020,3376,12,1,Requested
8927,27/03/2020,3142,6,1,Requested
8928,25/03/2020,518,1,1,Invalid
8929,03/02/2020,656,9,1,Requested
8930,16/02/2020,2830,18,1,Underway
8931,27/02/2020,1902,12,2,Underway
8932,29/04/2020,2167,12,2,Requested
8933,06/02/2020,895,8,1,Underway
8934,01/03/2020,4214,13,2,Requested
8935,31/03/2020,1532,13,2,Requested
8936,23/04/2020,3871,4,2,Invalid
8937,24/02/2020,1114,17,2,Completed
8938,07/02/2020,1568,15,1,Underway
8939,07/02/2020,1747,18,2,Requested
8940,28/03/2020,1237,6,1,Underway
8941,31/03/2020,2291,8,2,Completed
8942,29/02/2020,2382,8,2,Completed
8943,20/03/2020,18,16,1,Invalid
8944,28/02/2020,3540,4,1,Completed
8945,25/04/2020,3282,2,1,Requested
8946,15/04/2020,2646,1,2,Underway
8947,24/02/2020,2226,3,1,Completed
8948,20/02/2020,300,15,2,Completed
8949,17/03/2020,1967,11,2,Requested
8950,11/03/2020,861,4,1,Underway
8951,25/03/2020,1881,16,1,Requested
8952,25/02/2020,1017,1,2,Completed
8953,19/03/2020,3145,3,1,Underway
8954,05/04/2020,2361,9,2,Underway
8955,04/04/2020,1132,14,2,Invalid
8956,16/04/2020,1905,4,2,Invalid
8957,17/02/2020,1039,9,2,Underway
8958,23/03/2020,1434,9,2,Invalid
8959,07/04/2020,2799,14,1,Requested
8960,13/02/2020,1890,17,2,Underway
8961,27/02/2020,3233,6,1,Completed
8962,31/03/2020,3139,15,2,Underway
8963,09/04/2020,225,4,2,Invalid
8964,11/03/2020,4271,11,2,Underway
8965,07/04/2020,1586,14,1,Completed
